Domare,Date,Matcher
Josefin Sannerholm,2025-03-02,1
Josefin Sannerholm,2025-03-11,1
Josefin Sannerholm,2025-03-15,1
Astrid Björk,2025-03-02,1
Alexander Miriandis,2025-03-02,1
Alexander Miriandis,2025-03-15,2
Gustav Persson,2025-03-02,1
Gustav Persson,2025-03-08,1
Gustav Persson,2025-03-09,1
Mattias Strid,2025-03-04,1
Mattias Strid,2025-03-07,1
Mattias Strid,2025-03-08,2
Mattias Strid,2025-03-09,1
Mattias Strid,2025-03-14,1
Henrik Sjöberg,2025-03-04,1
Patrik Trofast,2025-03-05,1
Patrik Trofast,2025-03-08,1
Patric Terelius,2025-03-05,1
Patric Terelius,2025-03-08,1
Daniel Hultberg,2025-03-05,1
Edo Sabanovic,2025-03-05,1
Kristoffer Lind,2025-03-07,1
Kristoffer Lind,2025-03-13,1
Kristoffer Lind,2025-03-15,1
Pierre Eberhard Berg,2025-03-07,1
Pierre Eberhard Berg,2025-03-08,2
Senad Olevic,2025-03-07,1
Senad Olevic,2025-03-08,2
Senad Olevic,2025-03-09,4
Senad Olevic,2025-03-14,1
Senad Olevic,2025-03-15,1
Mustafa Er,2025-03-07,2
Mustafa Er,2025-03-09,2
Mustafa Er,2025-03-15,3
Felix Wallberg,2025-03-07,1
Felix Wallberg,2025-03-09,2
Emil Jacobsson,2025-03-07,1
Suad Kalajdzisalihovic Frlj,2025-03-07,1
Ronny Jensen,2025-03-07,1
Sven Martin Eriksson,2025-03-07,1
Gökhan Atay,2025-03-07,1
Gökhan Atay,2025-03-08,1
Gökhan Atay,2025-03-09,2
Gökhan Atay,2025-03-14,1
Gökhan Atay,2025-03-15,2
Thomas Jonsson,2025-03-08,1
Roger Nilsson,2025-03-08,1
Gabriel Adolfsson,2025-03-08,1
Gabriel Adolfsson,2025-03-09,1
Christian Jensen,2025-03-08,1
Christian Jensen,2025-03-09,1
Johannes Ekenberg,2025-03-08,1
Jonas Karlsson,2025-03-08,1
David Stein,2025-03-08,1
Philip Tindvall,2025-03-08,1
Philip Tindvall,2025-03-15,1
Theo Gustavsson,2025-03-08,3
Elliot Strid,2025-03-08,1
Elliot Strid,2025-03-09,2
Elliot Strid,2025-03-15,1
Siri Ekman,2025-03-08,1
Linnea Lindström,2025-03-08,1
Oscar Larsson,2025-03-08,1
Ludvig Jernsund,2025-03-08,1
Emil Dahlgren,2025-03-08,1
Rasmus Hillerstedt,2025-03-08,1
Gustav Brogren,2025-03-08,1
Samina Omar,2025-03-08,2
Astrid Rydén,2025-03-08,2
Alexander Severinsson,2025-03-08,2
Leah Berglund,2025-03-08,3
Elin Niering,2025-03-08,3
Elin Niering,2025-03-15,3
Oliver Lück,2025-03-08,1
Noel Magnusson,2025-03-08,1
Noel Magnusson,2025-03-15,1
Ludwig Ahlström,2025-03-08,1
Alfons Wikander,2025-03-08,1
Douglas Ihrlund,2025-03-08,1
Victor Åkerström,2025-03-08,2
Victor Åkerström,2025-03-15,2
Tobias Almroth,2025-03-08,1
Emil Häggsten,2025-03-08,3
Emil Häggsten,2025-03-15,3
Malte Bartilson,2025-03-08,3
Malte Bartilson,2025-03-15,1
Malte Rydin,2025-03-08,1
Ida Finn,2025-03-08,2
Liza Berglund,2025-03-08,2
Liza Berglund,2025-03-15,3
Vince Perzon,2025-03-08,2
Jakob Bengtsson,2025-03-08,2
Robin Niklasson,2025-03-08,1
Tuva Aebischer Skogbäck,2025-03-08,2
Tuva Aebischer Skogbäck,2025-03-15,2
Albin Wennersten,2025-03-08,2
Albin Wennersten,2025-03-09,2
Albin Wennersten,2025-03-15,2
Kian Keinia,2025-03-09,1
Kian Keinia,2025-03-15,2
Daniel Liepins,2025-03-09,1
Linus Dahlström-Nilsson,2025-03-09,1
Isac Salomonsson,2025-03-09,1
Adam Kruse,2025-03-09,1
Stefan Olsson,2025-03-09,1
David Björketun,2025-03-09,1
Joacim Olofsson,2025-03-09,1
Marcus Larsson,2025-03-09,1
Fredrik Billemark,2025-03-09,1
Viktor Bringstam,2025-03-09,1
Kronoslav Kis,2025-03-09,1
Kalle Svensson,2025-03-09,1
Viktoria Wallström,2025-03-09,1
Elin Idéhn,2025-03-09,1
Hedda Björndal,2025-03-09,1
Lucas Quist,2025-03-09,2
Arvid Dahlin,2025-03-09,2
Melvin Ström,2025-03-09,1
Kaspian Loftbring,2025-03-09,1
Hugo Fritzson,2025-03-09,1
Benjamin Lyche,2025-03-09,2
Lucas Almare,2025-03-09,2
Vincent Winberg,2025-03-09,2
Sixten Linderup,2025-03-09,1
Viggo Lindqvist,2025-03-09,3
Lucas Linde,2025-03-09,2
Elias Kristoffersson,2025-03-09,1
Emil Olsson,2025-03-09,1
Jaana Gander,2025-03-09,4
Alicia Pousette,2025-03-09,2
Lucas Sjöstedt,2025-03-09,2
Noah Oinas Rolander,2025-03-09,2
Melker Norin,2025-03-09,3
Tea Yamazaki,2025-03-09,1
Ted Ståhl-rossbol,2025-03-09,2
Viggo Nivedahl,2025-03-09,1
Leon Abelsson,2025-03-09,1
Elsa Broberg,2025-03-09,2
Emilia Djurelind,2025-03-09,2
Jonathan Pettersson,2025-03-09,2
Moa Solberg Andersson,2025-03-09,1
Yosuf Amiri,2025-03-09,1
Yosuf Amiri,2025-03-15,2
Patrik Solérius,2025-03-09,1
Pavle Velcov,2025-03-09,1
Alice Haeggman,2025-03-09,1
Tomas Levin,2025-03-09,4
Tomas Levin,2025-03-15,2
Olivia Tornberg,2025-03-09,1
Filip Boman,2025-03-09,1
Arthur Nielsen,2025-03-09,1
Arthur Nielsen,2025-03-14,1
Edvin Persson,2025-03-09,1
Edvin Persson,2025-03-14,1
Tindra Bäckvall,2025-03-09,1
Linnea Andersson,2025-03-09,1
Alexander Pettersson,2025-03-14,1
Alexander Pettersson,2025-03-15,3
David Geiser Mellkvist,2025-03-15,1
Peter Novakovic,2025-03-15,1
Henrik Hultin-Öberg,2025-03-15,1
Shari Tingman,2025-03-15,1
Tobias Anderberg,2025-03-15,1
Jacob Johansson,2025-03-15,1
Vinnie Eriksson,2025-03-15,4
Emanuel Kanan,2025-03-15,2
Ida Carestam,2025-03-15,2
Filip Tracey,2025-03-15,4
William Svensson,2025-03-15,2
Kajsa Skanselid,2025-03-15,1
Isak Alexandersson,2025-03-15,2
Melvin Gårlin,2025-03-15,3
Charlie Lidström,2025-03-15,2
Nils Andersson,2025-03-15,3
Alexander Wren-Wennefors,2025-03-15,1
Theodor Gelin,2025-03-15,1
Arvid Melander,2025-03-15,1
Penny Olovson,2025-03-15,1
Viggo Andersson,2025-03-15,1
Mille Blomberg,2025-03-15,1
Vilmer Olausson,2025-03-15,1
Sinem Atay,2025-03-15,2
Alejandra Feng,2025-03-15,3
Mattias Strid,2025-03-16,1
Mattias Strid,2025-03-19,1
Mattias Strid,2025-03-20,1
Mattias Strid,2025-03-22,2
Mattias Strid,2025-03-30,1
Adnan Mehmedagic,2025-03-16,1
Adnan Mehmedagic,2025-03-19,1
Linda Lindskog,2025-03-16,1
Sandra Lindskog,2025-03-16,1
Hajrudin Begic,2025-03-16,1
Hajrudin Begic,2025-03-22,2
Hajrudin Begic,2025-03-23,1
Adnan Tongur,2025-03-16,1
Adnan Tongur,2025-03-21,1
Adnan Tongur,2025-03-22,2
Adnan Tongur,2025-03-23,1
Adnan Tongur,2025-03-24,1
Adnan Tongur,2025-03-29,1
Marcus Orrhult,2025-03-16,1
Marcus Orrhult,2025-03-22,2
Marcus Orrhult,2025-03-23,1
Christian Svärdström,2025-03-16,1
Christian Svärdström,2025-03-23,1
Torbjörn Zahner,2025-03-16,2
Torbjörn Zahner,2025-03-21,1
Torbjörn Zahner,2025-03-23,1
Torbjörn Zahner,2025-03-30,1
Roger Zahnér,2025-03-16,2
Roger Zahnér,2025-03-21,1
Roger Zahnér,2025-03-22,3
Hampus Räffling,2025-03-16,1
Hampus Räffling,2025-03-23,3
Hampus Räffling,2025-03-29,1
Hampus Räffling,2025-03-30,1
Tommy Runhammar,2025-03-16,2
Tommy Runhammar,2025-03-19,1
Tommy Runhammar,2025-03-20,1
Tommy Runhammar,2025-03-21,2
Tommy Runhammar,2025-03-22,1
Tommy Runhammar,2025-03-23,4
Tommy Runhammar,2025-03-28,1
Mustafa Kalajdzisalihovic,2025-03-16,5
Mustafa Kalajdzisalihovic,2025-03-18,1
Mustafa Kalajdzisalihovic,2025-03-20,1
Mustafa Kalajdzisalihovic,2025-03-22,3
Mustafa Kalajdzisalihovic,2025-03-23,3
Adam Jällfält,2025-03-16,2
Adam Jällfält,2025-03-29,1
Thomas Johansson,2025-03-16,2
Thomas Johansson,2025-03-23,1
Thomas Johansson,2025-03-30,1
Wessam Abdellrazek,2025-03-16,3
Magnus Fredriksson,2025-03-16,2
Magnus Fredriksson,2025-03-21,1
Pierre Eberhard Berg,2025-03-16,4
Goran Kuduzovic,2025-03-16,2
Goran Kuduzovic,2025-03-22,1
Goran Kuduzovic,2025-03-23,2
Goran Kuduzovic,2025-03-29,1
Goran Kuduzovic,2025-03-30,2
Sebastian Ågren,2025-03-16,2
Sebastian Ågren,2025-03-21,1
Sebastian Ågren,2025-03-29,1
Kristoffer Lind,2025-03-16,2
Kristoffer Lind,2025-03-29,4
Emir Rajabi,2025-03-16,1
Emir Rajabi,2025-03-23,3
Emir Rajabi,2025-03-29,1
Linus Bolmstedt,2025-03-16,4
Linus Bolmstedt,2025-03-21,1
Linus Bolmstedt,2025-03-22,1
Linus Bolmstedt,2025-03-23,3
Linus Bolmstedt,2025-03-30,1
Selma Hadziselimovic,2025-03-16,1
Selma Hadziselimovic,2025-03-22,2
Selma Hadziselimovic,2025-03-23,3
Selma Hadziselimovic,2025-03-25,1
Selma Hadziselimovic,2025-03-29,4
Tage Sandquist,2025-03-16,1
Tage Sandquist,2025-03-21,2
Tage Sandquist,2025-03-22,1
Tage Sandquist,2025-03-23,1
Tage Sandquist,2025-03-28,1
Tage Sandquist,2025-03-29,4
Lazo Cesto,2025-03-16,1
Henry Tames,2025-03-16,2
Henry Tames,2025-03-22,2
Henry Tames,2025-03-23,1
Henry Tames,2025-03-30,1
Kalle Borgen,2025-03-16,1
Marcus Johansson,2025-03-16,1
Albin Persson,2025-03-16,1
Albin Persson,2025-03-18,1
Axel Sagdahl,2025-03-16,1
Axel Sagdahl,2025-03-22,1
Anders Lindqvist,2025-03-16,1
Eino Kozan,2025-03-16,1
Petter Niklasson,2025-03-16,1
Jonas Pettersson,2025-03-16,1
Aldin Hadziselmovic,2025-03-16,1
Alexander Pavlovic,2025-03-16,1
Alexander Pavlovic,2025-03-23,2
Alexander Pavlovic,2025-03-24,1
Alexander Pavlovic,2025-03-25,1
Alexander Pavlovic,2025-03-30,1
Linus Isgren,2025-03-16,1
Casper Johansson,2025-03-16,1
Alexander Forsberg,2025-03-16,2
Alexander Forsberg,2025-03-22,1
Alexander Forsberg,2025-03-23,12
Theo Ingman,2025-03-16,2
Theo Ingman,2025-03-22,1
Theo Ingman,2025-03-23,12
Jakob Bengtsson,2025-03-16,4
Jakob Bengtsson,2025-03-22,2
Jakob Bengtsson,2025-03-23,3
Jakob Bengtsson,2025-03-30,1
Simon Bengtsson,2025-03-16,4
Simon Bengtsson,2025-03-21,2
Noa Ånskog,2025-03-16,4
Noa Ånskog,2025-03-22,5
Noa Ånskog,2025-03-23,3
Sebastian Janarp,2025-03-16,4
Sebastian Janarp,2025-03-22,5
Sebastian Janarp,2025-03-23,3
Alfred Jorpes,2025-03-16,2
Alfred Jorpes,2025-03-22,2
Emanuel Sangrud,2025-03-16,1
Olle Lejon,2025-03-16,2
Oscar Haaga,2025-03-16,2
Felicia Lundgren Narváez,2025-03-16,2
Felicia Lundgren Narváez,2025-03-23,1
Ludvig Majnesjö,2025-03-16,2
Noah Persson-Hedström,2025-03-16,1
Noah Persson-Hedström,2025-03-22,1
Albin Frykholm,2025-03-16,3
Albin Frykholm,2025-03-24,1
Albin Jansson,2025-03-16,3
Julius Jensen,2025-03-16,4
Olle Andersson,2025-03-16,1
Olle Andersson,2025-03-29,1
Olle Bohman,2025-03-16,1
Melvin Johansson,2025-03-16,1
Filip Karlsson,2025-03-16,3
Filippo Berntsson,2025-03-16,1
Filippo Berntsson,2025-03-23,1
Victor Strandberg,2025-03-16,1
Joel Larsson,2025-03-16,1
Leah Sundell,2025-03-16,2
Dante Lau,2025-03-16,1
Dante Lau,2025-03-22,1
Rasmus Karlsson,2025-03-16,1
Måns Kamperin,2025-03-16,1
Elliot Hagelberg,2025-03-16,1
Joel Möller,2025-03-16,1
Jan-Ove Fredgren,2025-03-16,1
Maja Wogel,2025-03-16,1
Maja Wogel,2025-03-23,1
Axel Wigh,2025-03-16,3
Axel Wigh,2025-03-22,5
Arthur Nielsen,2025-03-16,3
Arthur Nielsen,2025-03-23,4
Edvin Persson,2025-03-16,3
Edvin Persson,2025-03-23,2
Edvin Persson,2025-03-28,1
Alfred Glänneskog,2025-03-16,1
Alfred Glänneskog,2025-03-23,1
Alfred Glänneskog,2025-03-29,1
Arvid Lycke,2025-03-16,1
Arvid Lycke,2025-03-23,1
Arvid Lycke,2025-03-29,1
Felix Broström,2025-03-16,2
Felix Broström,2025-03-22,1
Felix Broström,2025-03-23,2
Felix Broström,2025-03-30,2
Christian Ragnevi,2025-03-16,1
Henrik Carlsson,2025-03-16,1
Tobias Anderberg,2025-03-16,1
Jacob Johansson,2025-03-16,1
Ivan Ivanovic,2025-03-16,1
Adem Can,2025-03-16,3
Emmy Birgersson,2025-03-16,2
Gökhan Atay,2025-03-16,2
Gökhan Atay,2025-03-21,1
Gökhan Atay,2025-03-22,2
Gökhan Atay,2025-03-23,2
Tomas Levin,2025-03-16,3
Dante Lindskog,2025-03-16,2
Dante Lindskog,2025-03-20,1
Jakob Lundberg,2025-03-16,1
Jakob Lundberg,2025-03-27,1
Filip Boman,2025-03-16,1
Noah Mellby,2025-03-16,1
Noah Mellby,2025-03-23,1
Joel Rudanko,2025-03-16,3
Joel Rudanko,2025-03-23,1
Joel Rudanko,2025-03-30,1
Axel Szerszenski,2025-03-16,3
Axel Szerszenski,2025-03-23,1
Emil Häggsten,2025-03-16,4
Emil Häggsten,2025-03-22,3
Emil Häggsten,2025-03-23,1
Arwid Hedlund,2025-03-16,3
Arwid Hedlund,2025-03-23,1
Oliwer Nyrén,2025-03-16,3
Oliwer Nyrén,2025-03-23,1
Alexander Warberg,2025-03-16,1
Alexander Warberg,2025-03-22,1
Alexander Rydqvist,2025-03-16,1
Alexander Rydqvist,2025-03-18,1
Alexander Rydqvist,2025-03-22,5
Martin Andersson,2025-03-16,2
Martin Andersson,2025-03-22,2
Pavle Velcov,2025-03-16,1
Alexander Blom,2025-03-16,1
Senad Olevic,2025-03-16,3
Senad Olevic,2025-03-18,1
Senad Olevic,2025-03-21,2
Senad Olevic,2025-03-22,3
Senad Olevic,2025-03-23,1
Senad Olevic,2025-03-24,1
Senad Olevic,2025-03-27,1
Senad Olevic,2025-03-29,3
Senad Olevic,2025-03-30,1
Alexander T Forsberg,2025-03-16,2
Alexander T Forsberg,2025-03-18,1
Alexander T Forsberg,2025-03-20,1
Alexander T Forsberg,2025-03-21,1
Alexander T Forsberg,2025-03-22,1
Alexander T Forsberg,2025-03-23,2
Alexander T Forsberg,2025-03-25,1
Alexander T Forsberg,2025-03-29,2
Alexander T Forsberg,2025-03-30,1
Ian S Blomqvist,2025-03-16,2
Ian S Blomqvist,2025-03-18,1
Ian S Blomqvist,2025-03-20,1
Ian S Blomqvist,2025-03-21,1
Ian S Blomqvist,2025-03-22,4
Ian S Blomqvist,2025-03-23,2
Ian S Blomqvist,2025-03-25,1
Ian S Blomqvist,2025-03-29,2
Ian S Blomqvist,2025-03-30,1
Yao-Zu Galby,2025-03-16,1
Yao-Zu Galby,2025-03-20,1
Yao-Zu Galby,2025-03-22,3
Yao-Zu Galby,2025-03-23,4
Yao-Zu Galby,2025-03-29,1
Yao-Zu Galby,2025-03-30,1
Thomas Roos,2025-03-16,1
Jasmin Dzanic,2025-03-16,3
Jasmin Dzanic,2025-03-18,1
Jasmin Dzanic,2025-03-21,1
Jasmin Dzanic,2025-03-22,1
Jasmin Dzanic,2025-03-23,1
Mustafa Er,2025-03-16,1
Mustafa Er,2025-03-22,2
Mustafa Er,2025-03-23,1
Semir Aganspahic,2025-03-16,2
Semir Aganspahic,2025-03-18,1
Semir Aganspahic,2025-03-29,2
Yosuf Amiri,2025-03-16,2
Yosuf Amiri,2025-03-22,1
Yosuf Amiri,2025-03-23,2
Zara Carlsson,2025-03-16,1
Zara Carlsson,2025-03-22,1
Susanne Andersson,2025-03-16,1
Suad Kalajdzisalihovic Frlj,2025-03-16,2
Suad Kalajdzisalihovic Frlj,2025-03-18,1
Suad Kalajdzisalihovic Frlj,2025-03-21,1
Suad Kalajdzisalihovic Frlj,2025-03-22,1
Suad Kalajdzisalihovic Frlj,2025-03-23,2
Suad Kalajdzisalihovic Frlj,2025-03-27,1
Suad Kalajdzisalihovic Frlj,2025-03-28,1
Emin Kosovac,2025-03-16,1
Emin Kosovac,2025-03-22,2
Emin Kosovac,2025-03-23,2
Emin Kosovac,2025-03-28,1
Emin Kosovac,2025-03-29,2
Amel Kosovac,2025-03-16,1
Amel Kosovac,2025-03-29,2
Olivia Tornberg,2025-03-16,1
Arvid Biörnerud,2025-03-16,1
Wilma Björk,2025-03-16,2
Wilma Björk,2025-03-23,1
Wilma Björk,2025-03-30,1
Helin Beyza Altuntas,2025-03-16,2
Helin Beyza Altuntas,2025-03-30,1
Jonas Söderberg,2025-03-18,1
Jonas Söderberg,2025-03-19,1
David Björketun,2025-03-19,1
Joacim Olofsson,2025-03-19,1
Andreas Holm,2025-03-19,1
Jesper Rygert,2025-03-19,1
Filip Andersson,2025-03-19,1
Måns Bartilson,2025-03-19,1
Mathias Hannu,2025-03-20,1
Robin Boqvist,2025-03-21,1
Robin Boqvist,2025-03-29,1
Simon Broman,2025-03-21,1
Simon Broman,2025-03-28,1
Martin Matti,2025-03-21,1
Martin Matti,2025-03-28,1
Nelson Lau,2025-03-21,1
Felix Bark Peterson,2025-03-21,2
Felix Bark Peterson,2025-03-22,1
Felix Bark Peterson,2025-03-23,3
Vincent Gårlin,2025-03-21,1
Jonas Backman,2025-03-22,1
Amir Zilic,2025-03-22,1
Jonny Gaardén,2025-03-22,3
Jonny Gaardén,2025-03-23,1
Jonny Gaardén,2025-03-28,1
Thomas Andersson,2025-03-22,3
Thomas Andersson,2025-03-23,1
Thomas Andersson,2025-03-28,1
Thomas Andersson,2025-03-30,1
Henrik Nordström,2025-03-22,2
Henrik Nordström,2025-03-23,3
Jacob Ekbom,2025-03-22,2
Emanuel Kanan,2025-03-22,2
Max Remper,2025-03-22,2
Max Remper,2025-03-23,1
Olle Östergaard,2025-03-22,2
Samina Omar,2025-03-22,2
Astrid Rydén,2025-03-22,2
Lukas Dahlström,2025-03-22,3
Viktor Sigurdsson,2025-03-22,1
Viktor Sigurdsson,2025-03-23,1
Alfred Roth,2025-03-22,1
Alfred Roth,2025-03-23,1
Maja Hansson,2025-03-22,1
Philip Tindvall,2025-03-22,1
Elliot Strid,2025-03-22,3
Halina Karnili,2025-03-22,4
Emma Sandberg,2025-03-22,1
Olivia Feuk,2025-03-22,2
Charles Martinsson,2025-03-22,4
Martinus Martinsson,2025-03-22,2
Ludvig Jernsund,2025-03-22,2
Emil Dahlgren,2025-03-22,2
Alice Engström,2025-03-22,1
Ella Westerberg,2025-03-22,1
Ella Westerberg,2025-03-23,3
Emil Windevall,2025-03-22,2
Emil Windevall,2025-03-23,2
Oliver Kristensson,2025-03-22,1
Oliver Kristensson,2025-03-31,1
Ludwig Ahlström,2025-03-22,2
Alfons Wikander,2025-03-22,4
Wilmer Albo,2025-03-22,1
Wilmer Albo,2025-03-23,8
Wilmer Albo,2025-03-29,2
Malte Bartilson,2025-03-22,2
Malte Bartilson,2025-03-29,2
Noel Magnusson,2025-03-22,1
Oliver Lück,2025-03-22,1
Noa Wallerbert,2025-03-22,1
Hugo Sommargren,2025-03-22,1
Emily Olsson,2025-03-22,1
Cornelia Wagner,2025-03-22,1
Nelly Berg,2025-03-22,2
Penny Olovson,2025-03-22,2
Alice Widbro,2025-03-22,1
Theo Gustavsson,2025-03-22,4
Oscar Gustavsson,2025-03-22,4
William Svensson,2025-03-22,4
Alexander Acke,2025-03-22,4
Joel Silvén,2025-03-22,5
Joel Silvén,2025-03-23,2
Leon Abelsson,2025-03-22,5
Isak Larsson,2025-03-22,5
Clara Bergström,2025-03-22,6
Vilmer Olausson,2025-03-22,6
Charlie Lidström,2025-03-22,4
Melvin Gårlin,2025-03-22,4
Adam Kruse,2025-03-22,1
Stefan Olsson,2025-03-22,1
Marcus Larsson,2025-03-22,1
Oscar Skogsberg,2025-03-22,1
Joel Mellby,2025-03-22,1
Joel Mellby,2025-03-30,1
Alexander Pettersson,2025-03-22,3
Alexander Pettersson,2025-03-23,1
Mohammad Mahmud,2025-03-22,2
Mohammad Mahmud,2025-03-23,1
Mohammad Mahmud,2025-03-29,2
Liza Berglund,2025-03-22,2
Alexander Miriandis,2025-03-22,1
Alexander Miriandis,2025-03-23,1
Alexander Miriandis,2025-03-29,2
Albin Wennersten,2025-03-22,1
Albin Wennersten,2025-03-23,2
Albin Wennersten,2025-03-29,1
Maja Alenvik-Dahl,2025-03-22,2
Agnes Boge,2025-03-22,1
Anna-Klara Gidlöf,2025-03-22,1
Noel Hylén,2025-03-22,2
Ronny Jensen,2025-03-22,1
Jesper Björklund Greter,2025-03-22,2
Jesper Björklund Greter,2025-03-23,1
Jesper Björklund Greter,2025-03-29,1
Moa Ljungqvist,2025-03-22,1
Sinem Atay,2025-03-22,1
Alejandra Feng,2025-03-22,1
Pedram Koublani,2025-03-23,1
Daniel Dimitrovski,2025-03-23,1
Daniel Böcker,2025-03-23,1
Andreas Lybacken,2025-03-23,1
Sebastian Kiejs Huhmarniemi,2025-03-23,1
David Stein,2025-03-23,2
Anton Holmgren,2025-03-23,2
Melker Norin,2025-03-23,3
Arvid Melander,2025-03-23,1
Hedda Björndal,2025-03-23,1
Agnes Jerfhag,2025-03-23,2
Tyra Sohlin,2025-03-23,2
Kaspian Loftbring,2025-03-23,1
Melvin Ström,2025-03-23,1
Sixten Håman,2025-03-23,2
Lina Lind,2025-03-23,2
Henric Ebbmark,2025-03-23,3
William Lundin,2025-03-23,3
Filip Tracey,2025-03-23,2
Lucas Sjöstedt,2025-03-23,2
Nils Biörnerud,2025-03-23,1
Einar Junsten,2025-03-23,1
Ebba Engström,2025-03-23,1
Isac Söderlind Löfdahl,2025-03-23,2
Vilmer Praetorious Lehto,2025-03-23,2
Henry Möller,2025-03-23,2
Freja Linderoth,2025-03-23,1
Emil Olsson,2025-03-23,1
Sixten Linderup,2025-03-23,1
Elias Kristoffersson,2025-03-23,1
Emilia Djurelind,2025-03-23,1
Teodor Ringhage,2025-03-23,1
Teodor Ringhage,2025-03-29,1
Lucas Quist,2025-03-23,1
Vince Perzon,2025-03-23,1
Vince Perzon,2025-03-30,1
Alvar Rosander,2025-03-23,2
Vidar Hagberg,2025-03-23,1
Hugo Fritzson,2025-03-23,1
Arvid Dahlin,2025-03-23,1
Oliver Claesson,2025-03-23,1
Tobias Almroth,2025-03-23,2
Alexander Tenorio,2025-03-23,7
Aron Foon,2025-03-23,7
Nova Malmgren,2025-03-23,5
Amelie Wångblad,2025-03-23,5
Joel Gabrielsson,2025-03-23,3
Joel Gabrielsson,2025-03-29,1
Axel Aremyr,2025-03-23,2
Axel Aremyr,2025-03-29,2
Jonathan Pettersson,2025-03-23,1
Casper Claesson,2025-03-23,1
Christer Carlberg,2025-03-24,1
Leo Malm,2025-03-24,1
Glenn Boström,2025-03-25,1
Håkan Söderman,2025-03-25,1
Henrik Sjöberg,2025-03-25,1
Johan Gripestam,2025-03-25,1
Henrik Hultin-Öberg,2025-03-26,1
Shari Tingman,2025-03-26,1
Per Sundvall,2025-03-27,1
Per Sundvall,2025-03-29,5
Thomas Jonsson,2025-03-28,1
Roger Nilsson,2025-03-28,1
Gustav Perman,2025-03-28,3
Gustav Perman,2025-03-29,1
Gustav Perman,2025-03-30,1
Theo Dahlslätt,2025-03-28,3
Theo Dahlslätt,2025-03-29,1
Theo Dahlslätt,2025-03-30,1
Kim Westlund,2025-03-28,2
Kim Westlund,2025-03-29,2
Kim Westlund,2025-03-30,1
Nicklas Bard,2025-03-28,2
Nicklas Bard,2025-03-29,2
Nicklas Bard,2025-03-30,1
Anders A Nilsson,2025-03-28,1
Anders A Nilsson,2025-03-29,1
Anders A Nilsson,2025-03-30,2
Jonas Einarsson,2025-03-28,1
Jonas Einarsson,2025-03-29,1
Jonas Einarsson,2025-03-30,2
Joakim Palmér,2025-03-28,1
Joakim Palmér,2025-03-29,2
Joakim Palmér,2025-03-30,2
Jonathan Jansson,2025-03-28,1
Jonathan Jansson,2025-03-29,2
Jonathan Jansson,2025-03-30,2
Olivia Karlsson,2025-03-28,1
Olivia Karlsson,2025-03-29,2
Olivia Karlsson,2025-03-30,1
Alice Haeggman,2025-03-28,1
Alice Haeggman,2025-03-29,2
Alice Haeggman,2025-03-30,1
Alarik König,2025-03-28,1
Alarik König,2025-03-29,4
Alarik König,2025-03-30,1
Michael Claesson,2025-03-28,1
Michael Claesson,2025-03-29,4
Michael Claesson,2025-03-30,1
Uri Shmulevich,2025-03-28,2
Uri Shmulevich,2025-03-29,1
Uri Shmulevich,2025-03-30,1
Viktor Bergkvist,2025-03-28,2
Viktor Bergkvist,2025-03-29,1
Viktor Bergkvist,2025-03-30,1
Linus Möller,2025-03-28,1
Linus Möller,2025-03-29,2
Linus Möller,2025-03-30,1
Alfred Andersson,2025-03-28,1
Alfred Andersson,2025-03-29,2
Alfred Andersson,2025-03-30,1
Mattias Tokic,2025-03-28,1
Mattias Tokic,2025-03-29,1
Mattias Tokic,2025-03-30,1
Suvad Kaltak,2025-03-28,1
Suvad Kaltak,2025-03-29,1
Suvad Kaltak,2025-03-30,1
Frans Sundberg,2025-03-28,1
Frans Sundberg,2025-03-29,4
Frans Sundberg,2025-03-30,1
Hannes Gustavsson,2025-03-28,1
Hannes Gustavsson,2025-03-29,4
Hannes Gustavsson,2025-03-30,1
Max Pettersson,2025-03-28,1
Mats Sällberg,2025-03-29,1
Kian Keinia,2025-03-29,1
Melvin Harlin,2025-03-29,2
Melvin Harlin,2025-03-30,3
Alex Holmberg,2025-03-29,2
Alex Holmberg,2025-03-30,3
Ellen Brunnström,2025-03-29,3
Albin Häll,2025-03-29,3
Christian Österström,2025-03-29,5
Christian Österström,2025-03-30,2
Felix Lindh,2025-03-29,5
Felix Lindh,2025-03-30,2
Astrid Björk,2025-03-29,1
Josefin Sannerholm,2025-03-29,1
Kim Bjurek,2025-03-29,3
Peter Nykvist,2025-03-29,3
Alexia Rasmussen,2025-03-29,1
Alexia Rasmussen,2025-03-30,2
Ulrika Harrysson,2025-03-29,1
Ulrika Harrysson,2025-03-30,2
Therese Spjut,2025-03-29,4
Therese Spjut,2025-03-30,2
Wilma Spjut,2025-03-29,4
Wilma Spjut,2025-03-30,2
Andreas Karlsson,2025-03-29,3
Andreas Karlsson,2025-03-30,3
Nelly Karlsson Quaade,2025-03-29,3
Nelly Karlsson Quaade,2025-03-30,3
Engla Spjut,2025-03-29,1
Engla Spjut,2025-03-30,1
Safaa Abdulaal,2025-03-29,1
Safaa Abdulaal,2025-03-30,1
Tindra Savinainen,2025-03-29,1
Bianca Madsen,2025-03-29,1
Love Arvidsson,2025-03-29,1
Love Arvidsson,2025-03-30,1
Wiktor Liew,2025-03-29,1
Wiktor Liew,2025-03-30,1
Måns Eliason,2025-03-29,2
Oskar Lööke,2025-03-29,1
Isak Mörnstål,2025-03-29,1
