Domare,Date,Matcher
Felix Broström,2023-10-15,3
Felix Wallberg,2023-10-15,3
Gabriel Adolfsson,2023-10-15,3
Jakob Bengtsson,2023-10-15,3
Joel Gabrielsson,2023-10-15,3
Måns Eliason,2023-10-15,3
Marcus Larsson,2023-10-15,3
Marcus Orrhult,2023-10-15,3
Martin Andersson,2023-10-15,3
Max Bryntesson,2023-10-15,3
Selma Hadziselimovic,2023-10-15,3
Simon Bengtsson,2023-10-15,3
Tage Sandquist,2023-10-15,3
Adam Jällfält,2023-10-15,2
Aldin Hadziselmovic,2023-10-15,2
Alexander Pavlovic,2023-10-15,2
Alfred Löving,2023-10-15,2
Astrid Björk,2023-10-15,2
Benjamin Olsen,2023-10-15,2
Dante Lindskog,2023-10-15,2
Emmy Birgersson,2023-10-15,2
Goran Kuduzovic,2023-10-15,2
Hampus Räffling,2023-10-15,2
Henric Ebbmark,2023-10-15,2
Ida Finn,2023-10-15,2
Isak Hellgren,2023-10-15,2
Jasmin Dzanic,2023-10-15,2
Jonathan Pettersson,2023-10-15,2
Karl Dahlsjö,2023-10-15,2
Lina Lind,2023-10-15,2
Linn Söderblom,2023-10-15,2
Linus Backlund,2023-10-15,2
Linus Engman,2023-10-15,2
Liza Berglund,2023-10-15,2
Lucas Dahlin,2023-10-15,2
Magnus Fredriksson,2023-10-15,2
Maja Pehrsson,2023-10-15,2
Matilda Litzell,2023-10-15,2
Matilda Wittink,2023-10-15,2
Max Molin,2023-10-15,2
Melker Kron,2023-10-15,2
Melker Norin,2023-10-15,2
Melvin Stenberg,2023-10-15,2
Mohsen Gholami,2023-10-15,2
Noel Embretsén,2023-10-15,2
Per Sundvall,2023-10-15,2
Robin Cederdahl,2023-10-15,2
Sebastian Ågren,2023-10-15,2
Sebastian Cedgard,2023-10-15,2
Thomas Johansson,2023-10-15,2
Wessam Abdellrazek,2023-10-15,2
William Lundin,2023-10-15,2
Adem Can,2023-10-15,1
Adnan Mehmedagic,2023-10-15,1
Agnes Boge,2023-10-15,1
Albert Enlund,2023-10-15,1
Albin Frykholm,2023-10-15,1
Albin Wennersten,2023-10-15,1
Alexander Rydqvist,2023-10-15,1
Alexander Warberg,2023-10-15,1
Alicia Hurtig,2023-10-15,1
Amir Huseinovic,2023-10-15,1
Anna-Klara Gidlöf,2023-10-15,1
Axel Pauli,2023-10-15,1
Bailasan Mohammed,2023-10-15,1
Elin Alfredsson,2023-10-15,1
Ella Westerberg,2023-10-15,1
Emil Lejon,2023-10-15,1
Emil Olsson,2023-10-15,1
Emir Rajabi,2023-10-15,1
Felicia Lundgren Narváez,2023-10-15,1
Felix Törn,2023-10-15,1
Filip Andersson,2023-10-15,1
Freja Linderoth,2023-10-15,1
Glenn Boström,2023-10-15,1
Gustav Garplid,2023-10-15,1
Håkan Krafft,2023-10-15,1
Håkan Söderman,2023-10-15,1
Hajrudin Begic,2023-10-15,1
Halina Karnili,2023-10-15,1
Henrik Carlsson,2023-10-15,1
Henry Tames,2023-10-15,1
Hugo Ekström,2023-10-15,1
Isak Larsson,2023-10-15,1
Isak Skarrie,2023-10-15,1
Jan Svensson,2023-10-15,1
Jasper Petterson,2023-10-15,1
Kai Fridolf,2023-10-15,1
Kim Westlund,2023-10-15,1
Lasse Englund,2023-10-15,1
Lazo Cesto,2023-10-15,1
Leo Malm,2023-10-15,1
Liam Nordgren,2023-10-15,1
Linda Lindskog,2023-10-15,1
Linnea Andersson,2023-10-15,1
Linnea Grönroos,2023-10-15,1
Lucas Aebischer Skogbäck,2023-10-15,1
Ludvig Majnesjö,2023-10-15,1
Måns Löfgren,2023-10-15,1
Maja Alenvik-Dahl,2023-10-15,1
Maja Lomander Schlyter,2023-10-15,1
Malte Rydin,2023-10-15,1
Mariah Marcelo,2023-10-15,1
Mathias Damgaard,2023-10-15,1
Mats Sällberg,2023-10-15,1
Max Enström,2023-10-15,1
Moa Ljungqvist,2023-10-15,1
Mustafa Er,2023-10-15,1
Mustafa Kalajdzisalihovic,2023-10-15,1
Nellie Hamfeldt-Koppel,2023-10-15,1
Noah Mellby,2023-10-15,1
Noel Aruvald,2023-10-15,1
Oliver Pettersson,2023-10-15,1
Oscar Larsson,2023-10-15,1
Patrich Hellfärdsson,2023-10-15,1
Peter Jaeger,2023-10-15,1
Petter Enlund,2023-10-15,1
Pierre Eberhard Berg,2023-10-15,1
Richard Claesson,2023-10-15,1
Roger Nilsson,2023-10-15,1
Saga Wallmoberg,2023-10-15,1
Sandra Lindskog,2023-10-15,1
Thomas Jonsson,2023-10-15,1
Tobias Anderberg,2023-10-15,1
Tomas Levin,2023-10-15,1
Vanna Löwenbrand,2023-10-15,1
Viggo Lundbäck,2023-10-15,1
Viggo Wallentin,2023-10-15,1
Vincent Gårlin,2023-10-15,1
Yao-Zu Galby,2023-10-15,1
Adam Jällfält,2023-10-16,1
Aldin Hadziselmovic,2023-10-16,1
Alexander Pavlovic,2023-10-16,1
Linus Larsson,2023-10-16,1
Oliver Hallsten,2023-10-16,1
Thomas Johansson,2023-10-16,1
Adnan Mehmedagic,2023-10-17,1
Adnan Tongur,2023-10-17,1
Aldin Hadziselmovic,2023-10-17,1
Alexander Pavlovic,2023-10-17,1
Casper Larsson,2023-10-17,1
Hampus Räffling,2023-10-17,1
Per Sundvall,2023-10-17,1
Wessam Abdellrazek,2023-10-17,1
Alexander Rydqvist,2023-10-18,1
Felix Broström,2023-10-18,1
Filip Fosser,2023-10-18,1
Frans Dahlstedt,2023-10-18,1
Kevin Ramle,2023-10-18,1
Lucas Schöldström,2023-10-18,1
Patrich Hellfärdsson,2023-10-18,1
Tommy Runhammar,2023-10-18,1
Felix Broström,2023-10-19,1
Måns Bartilson,2023-10-19,1
Mustafa Kalajdzisalihovic,2023-10-19,1
Tommy Runhammar,2023-10-19,1
Adam Jällfält,2023-10-20,1
Adam Kruse,2023-10-20,1
Adem Can,2023-10-20,1
Adnan Mehmedagic,2023-10-20,1
Adnan Tongur,2023-10-20,1
Albert Enlund,2023-10-20,1
Aldin Hadziselmovic,2023-10-20,1
Alexander Pavlovic,2023-10-20,1
Alexander Rydqvist,2023-10-20,1
Christian Jensen,2023-10-20,1
Dante Lindskog,2023-10-20,1
Felix Bark Peterson,2023-10-20,1
Felix Broström,2023-10-20,1
Gabriel Adolfsson,2023-10-20,1
Gustav Garplid,2023-10-20,1
Håkan Krafft,2023-10-20,1
Henrik Nordström,2023-10-20,1
Henry Tames,2023-10-20,1
Isak Skarrie,2023-10-20,1
Magnus Fredriksson,2023-10-20,1
Marcus Larsson,2023-10-20,1
Mathias Damgaard,2023-10-20,1
Mathias Hannu,2023-10-20,1
Mohsen Gholami,2023-10-20,1
Oscar Skogsberg,2023-10-20,1
Petter Enlund,2023-10-20,1
Pierre Eberhard Berg,2023-10-20,1
Rickard Wissman,2023-10-20,1
Selma Hadziselimovic,2023-10-20,1
Thomas Andersson,2023-10-20,1
Thomas Johansson,2023-10-20,1
Tommy Runhammar,2023-10-20,1
Alexander Rydqvist,2023-10-21,4
Bailasan Mohammed,2023-10-21,4
Elsa Berg,2023-10-21,4
Johannes Lunde,2023-10-21,4
Mariah Marcelo,2023-10-21,4
Martin Andersson,2023-10-21,4
Samuel Lindholm,2023-10-21,4
Adnan Tongur,2023-10-21,3
Christian Svärdström,2023-10-21,3
Elvis Moholi,2023-10-21,3
Emir Rajabi,2023-10-21,3
Felix Östberg,2023-10-21,3
Leo Oddhammar,2023-10-21,3
Marcus Orrhult,2023-10-21,3
Mustafa Kalajdzisalihovic,2023-10-21,3
Nils Pihlblad,2023-10-21,3
Noel Aruvald,2023-10-21,3
Oscar Skogsberg,2023-10-21,3
Petter Enlund,2023-10-21,3
Senad Olevic,2023-10-21,3
Thomas Johansson,2023-10-21,3
Tommy Runhammar,2023-10-21,3
Wilma Björk,2023-10-21,3
Zara Carlsson,2023-10-21,3
Adam Jällfält,2023-10-21,2
Adem Can,2023-10-21,2
Alexander Forsberg,2023-10-21,2
Alexander Pavlovic,2023-10-21,2
Alfred Andersson,2023-10-21,2
Cajsa Lindgren,2023-10-21,2
Dante Lindskog,2023-10-21,2
Emelie Blomqvist,2023-10-21,2
Felix Broström,2023-10-21,2
Felix Wallberg,2023-10-21,2
Håkan Krafft,2023-10-21,2
Hanna Kenjar,2023-10-21,2
Isac Johansson,2023-10-21,2
Jakob Lundberg,2023-10-21,2
Leo Rossby,2023-10-21,2
Linn Söderblom,2023-10-21,2
Linus Backlund,2023-10-21,2
Ludvig Persson,2023-10-21,2
Måns Bartilson,2023-10-21,2
Mathias Hannu,2023-10-21,2
Max Enström,2023-10-21,2
Melker Kjellberg,2023-10-21,2
Melvin Stenberg,2023-10-21,2
Mustafa Er,2023-10-21,2
Olivia Högström,2023-10-21,2
Patrich Hellfärdsson,2023-10-21,2
Philip Tindvall,2023-10-21,2
René Schweikart,2023-10-21,2
Roger Zahnér,2023-10-21,2
Sebastian Ågren,2023-10-21,2
Selma Hadziselimovic,2023-10-21,2
Tim Berger,2023-10-21,2
Wessam Abdellrazek,2023-10-21,2
William Gunnarsson,2023-10-21,2
Adam Kruse,2023-10-21,1
Albert Enlund,2023-10-21,1
Ali Alizada,2023-10-21,1
Alva Junkell,2023-10-21,1
Anthon Räffling,2023-10-21,1
Casper Nyström,2023-10-21,1
Charlie Norin,2023-10-21,1
Christer Carlberg,2023-10-21,1
Christian Jensen,2023-10-21,1
Christoffer Danielsson,2023-10-21,1
Ellen Ryberg,2023-10-21,1
Felicia Lundgren Narváez,2023-10-21,1
Gustav Garplid,2023-10-21,1
Henrik Ibjer,2023-10-21,1
Henry Frydensbjerg,2023-10-21,1
Henry Tames,2023-10-21,1
Isak Skarrie,2023-10-21,1
Jesper Björklund Greter,2023-10-21,1
Joel Mellby,2023-10-21,1
John Almefjord,2023-10-21,1
Liam Larsson,2023-10-21,1
Linnea Andersson,2023-10-21,1
Linus Svensson,2023-10-21,1
Lucas Jarnestål,2023-10-21,1
Måns Eliason,2023-10-21,1
Magnus Fredriksson,2023-10-21,1
Martin Johansson,2023-10-21,1
Melker Tillander,2023-10-21,1
Mohsen Gholami,2023-10-21,1
Noel Myhrén,2023-10-21,1
Oliwer Nyrén,2023-10-21,1
Oskar Hammar,2023-10-21,1
Peter Novakovic,2023-10-21,1
Sebastian Kiejs Huhmarniemi,2023-10-21,1
Svea Hultsbo,2023-10-21,1
Theo Jonestål,2023-10-21,1
Tobias Almroth,2023-10-21,1
Tomas Edstrand,2023-10-21,1
Vincent Zetterström,2023-10-21,1
Yao-Zu Galby,2023-10-21,1
Ellen Ryberg,2023-10-22,8
Josefin Sannerholm,2023-10-22,8
Matilda Litzell,2023-10-22,8
Clara Selstam,2023-10-22,7
Emilia Söderström,2023-10-22,7
Svea Hultsbo,2023-10-22,7
Esther Schill,2023-10-22,5
Hilma Samuelsson,2023-10-22,5
Ludwig Dahlin,2023-10-22,5
Melker Norin,2023-10-22,5
Moa Wallén,2023-10-22,5
Wilhelm Hellsten,2023-10-22,5
Adem Can,2023-10-22,4
Emilia Fröberg,2023-10-22,4
Isabella Johannesson,2023-10-22,4
Matilda Lindqvist,2023-10-22,4
Mustafa Kalajdzisalihovic,2023-10-22,4
Senad Olevic,2023-10-22,4
Tommy Runhammar,2023-10-22,4
Christer Carlberg,2023-10-22,3
Elvis Moholi,2023-10-22,3
Felix Broström,2023-10-22,3
Filippa Wrennfors,2023-10-22,3
Jasmin Dzanic,2023-10-22,3
Jesper Björklund Greter,2023-10-22,3
Kasper Mourujärvi,2023-10-22,3
Lina Lind,2023-10-22,3
Linus Svensson,2023-10-22,3
Magnus Fredriksson,2023-10-22,3
Mustafa Er,2023-10-22,3
Sandra Lindskog,2023-10-22,3
Sebastian Ågren,2023-10-22,3
Sebastian Kiejs Huhmarniemi,2023-10-22,3
Tobias Almroth,2023-10-22,3
Albin Rosberg,2023-10-22,2
Ali Alizada,2023-10-22,2
Annie Sigvardson,2023-10-22,2
Anton Sköld,2023-10-22,2
Arvid Biörnerud,2023-10-22,2
August Unander,2023-10-22,2
Bailasan Mohammed,2023-10-22,2
Edvin Hagström,2023-10-22,2
Elsa Berg,2023-10-22,2
Emelie Boström,2023-10-22,2
Emir Rajabi,2023-10-22,2
Felix Enger,2023-10-22,2
Goran Kuduzovic,2023-10-22,2
Gustav Persson,2023-10-22,2
Håkan Krafft,2023-10-22,2
Helin Beyza Altuntas,2023-10-22,2
Henric Ebbmark,2023-10-22,2
Henry Tames,2023-10-22,2
Isac Söderlind Löfdahl,2023-10-22,2
Johannes Lunde,2023-10-22,2
Jonathan Pettersson,2023-10-22,2
Karl Dahlsjö,2023-10-22,2
Leo Rossby,2023-10-22,2
Lisa Borefur,2023-10-22,2
Marcus Larsson,2023-10-22,2
Mariah Marcelo,2023-10-22,2
Mathias Hannu,2023-10-22,2
Moa Ljungqvist,2023-10-22,2
Mohsen Gholami,2023-10-22,2
Oscar Skogsberg,2023-10-22,2
Pierre Eberhard Berg,2023-10-22,2
Samuel Lindholm,2023-10-22,2
Selma Hadziselimovic,2023-10-22,2
Sofia Färm,2023-10-22,2
Tage Sandquist,2023-10-22,2
Tindra Bäckvall,2023-10-22,2
Victoria Tobisson Lind,2023-10-22,2
Viggo Sandström,2023-10-22,2
Vince Perzon,2023-10-22,2
Wessam Abdellrazek,2023-10-22,2
William Lundin,2023-10-22,2
Adnan Tongur,2023-10-22,1
Agnes Boge,2023-10-22,1
Albert Enlund,2023-10-22,1
Aldin Hadziselmovic,2023-10-22,1
Alexander Miriandis,2023-10-22,1
Alexander Pavlovic,2023-10-22,1
Alexander Rydqvist,2023-10-22,1
Alice Engström,2023-10-22,1
Alicia Hurtig,2023-10-22,1
Alvin Andersson,2023-10-22,1
Anthon Räffling,2023-10-22,1
Arwid Hedlund,2023-10-22,1
Axel Szerszenski,2023-10-22,1
Bruno Johnsson Sogor,2023-10-22,1
Casper Larsson,2023-10-22,1
Christian Jensen,2023-10-22,1
Christian Svärdström,2023-10-22,1
Dante Lindskog,2023-10-22,1
Edvin Persson,2023-10-22,1
Elin Alfredsson,2023-10-22,1
Elof Lundqvist,2023-10-22,1
Emil Lejon,2023-10-22,1
Esaias Ivarsson,2023-10-22,1
Felix Bark Peterson,2023-10-22,1
Hampus Abrahamsson,2023-10-22,1
Hampus Räffling,2023-10-22,1
Hugo Ekström,2023-10-22,1
Isak Brogren,2023-10-22,1
Isak Hellgren,2023-10-22,1
Joel Rudanko,2023-10-22,1
Kasper Waborg,2023-10-22,1
Lasse Englund,2023-10-22,1
Leo Yamazaki,2023-10-22,1
Leon Abelsson,2023-10-22,1
Linnea Grönroos,2023-10-22,1
Linnea Olofsson,2023-10-22,1
Ludvig Majnesjö,2023-10-22,1
Måns Eliason,2023-10-22,1
Måns Löfgren,2023-10-22,1
Maja Alenvik-Dahl,2023-10-22,1
Maja Lomander Schlyter,2023-10-22,1
Marcus Orrhult,2023-10-22,1
Mathias Johansson,2023-10-22,1
Max Molin,2023-10-22,1
Moa Solberg Andersson,2023-10-22,1
Nellie Hamfeldt-Koppel,2023-10-22,1
Nils Jillmyr,2023-10-22,1
Noah Persson-Hedström,2023-10-22,1
Oliver Engström,2023-10-22,1
Olivia Tornberg,2023-10-22,1
Patrik Augustsson,2023-10-22,1
Petter Enlund,2023-10-22,1
Rasmus Lindmark,2023-10-22,1
Robin Boqvist,2023-10-22,1
Roger Zahnér,2023-10-22,1
Thomas Johansson,2023-10-22,1
Tomas Levin,2023-10-22,1
Vita Crozzoli,2023-10-22,1
Zara Carlsson,2023-10-22,1
Alfred Andersson,2023-10-23,1
Viktoria Wallström,2023-10-23,1
David Geiser Mellkvist,2023-10-24,1
Håkan Krafft,2023-10-24,1
Peter Novakovic,2023-10-24,1
Pierre Eberhard Berg,2023-10-24,1
Adam Kruse,2023-10-25,1
Adem Can,2023-10-25,1
Alexander Pavlovic,2023-10-25,1
Claes Knutsson,2023-10-25,1
Felix Nilsson,2023-10-25,1
Henrik Nordström,2023-10-25,1
Johannes Lunde,2023-10-25,1
Måns Löfgren,2023-10-25,1
Magnus Nilsson,2023-10-25,1
Marcus Orrhult,2023-10-25,1
Mustafa Kalajdzisalihovic,2023-10-25,1
Peter Jaeger,2023-10-25,1
Philip Aronsson-Elffors,2023-10-25,1
Richard Claesson,2023-10-25,1
Samuel Lindholm,2023-10-25,1
Selma Hadziselimovic,2023-10-25,1
Adam Kruse,2023-10-26,1
Aldin Hadziselmovic,2023-10-26,1
Alexander Pavlovic,2023-10-26,1
Christian Jensen,2023-10-26,1
David Geiser Mellkvist,2023-10-26,1
Gabriel Adolfsson,2023-10-26,1
Jacob Johansson,2023-10-26,1
Måns Bartilson,2023-10-26,1
Tobias Anderberg,2023-10-26,1
Tommy Runhammar,2023-10-26,1
Adnan Tongur,2023-10-27,1
Aldin Hadziselmovic,2023-10-27,1
Alexander Pavlovic,2023-10-27,1
Amir Huseinovic,2023-10-27,1
Christer Arntzen,2023-10-27,1
Christian Jensen,2023-10-27,1
Christian Svärdström,2023-10-27,1
Edvin Hagström,2023-10-27,1
Håkan Krafft,2023-10-27,1
Hajrudin Begic,2023-10-27,1
Jesper Björklund Greter,2023-10-27,1
Jonas Olsson,2023-10-27,1
Linus Backlund,2023-10-27,1
Marcus Larsson,2023-10-27,1
Marcus Orrhult,2023-10-27,1
Martin Andersson,2023-10-27,1
Mohsen Gholami,2023-10-27,1
Oscar Skogsberg,2023-10-27,1
Per Sundvall,2023-10-27,1
Roger Zahnér,2023-10-27,1
Sebastian Cedgard,2023-10-27,1
Selma Hadziselimovic,2023-10-27,1
Susanne Andersson,2023-10-27,1
Thomas Johansson,2023-10-27,1
Tim Berger,2023-10-27,1
Tommy Runhammar,2023-10-27,1
Torbjörn Zahner,2023-10-27,1
Wessam Abdellrazek,2023-10-27,1
Adem Can,2023-10-28,5
Alejandra Feng,2023-10-28,4
Henry Tames,2023-10-28,4
Mohsen Gholami,2023-10-28,4
Mustafa Er,2023-10-28,4
Per Sundvall,2023-10-28,4
Sebastian Ågren,2023-10-28,4
Ali Alizada,2023-10-28,3
Emir Rajabi,2023-10-28,3
Emrik Appelgren,2023-10-28,3
Felix Bark Peterson,2023-10-28,3
Isak Bokesten,2023-10-28,3
Måns Bartilson,2023-10-28,3
Martin Andersson,2023-10-28,3
Matilda Lindqvist,2023-10-28,3
Mustafa Kalajdzisalihovic,2023-10-28,3
Robin Cederdahl,2023-10-28,3
Sandra Lindskog,2023-10-28,3
Senad Olevic,2023-10-28,3
Yao-Zu Galby,2023-10-28,3
Adnan Tongur,2023-10-28,2
Alfons Wikander,2023-10-28,2
Alice Engström,2023-10-28,2
Alva Junkell,2023-10-28,2
Amir Huseinovic,2023-10-28,2
Astrid Björk,2023-10-28,2
Cornelia Kindblad,2023-10-28,2
Elvira Backström,2023-10-28,2
Emil Häggsten,2023-10-28,2
Felix Törn,2023-10-28,2
Felix Wallberg,2023-10-28,2
Hajrudin Begic,2023-10-28,2
Halina Karnili,2023-10-28,2
Hampus Räffling,2023-10-28,2
Isak Skarrie,2023-10-28,2
Jasmin Dzanic,2023-10-28,2
Karl Dahlsjö,2023-10-28,2
Linus Backlund,2023-10-28,2
Lisa Borefur,2023-10-28,2
Lucas Aebischer Skogbäck,2023-10-28,2
Ludwig Dahlin,2023-10-28,2
Malte Rydin,2023-10-28,2
Noel Myhrén,2023-10-28,2
Oliwer Nyrén,2023-10-28,2
Rasmus Jarnestål,2023-10-28,2
René Schweikart,2023-10-28,2
Selma Hadziselimovic,2023-10-28,2
Vincent Gårlin,2023-10-28,2
Wessam Abdellrazek,2023-10-28,2
Adam Jällfält,2023-10-28,1
Adam Kruse,2023-10-28,1
Adnan Mehmedagic,2023-10-28,1
Albert Enlund,2023-10-28,1
Albin Jakobsson,2023-10-28,1
Albin Wennersten,2023-10-28,1
Aldin Hadziselmovic,2023-10-28,1
Alexander Pavlovic,2023-10-28,1
Bailasan Mohammed,2023-10-28,1
Benjamin Olsen,2023-10-28,1
Charlie Norin,2023-10-28,1
Christian Jensen,2023-10-28,1
Dante Lindskog,2023-10-28,1
David Geiser Mellkvist,2023-10-28,1
Edvin Hagström,2023-10-28,1
Eliott Eriksson,2023-10-28,1
Ella Westerberg,2023-10-28,1
Emanuel Sangrud,2023-10-28,1
Emil Lejon,2023-10-28,1
Emil Lindén,2023-10-28,1
Felix Broström,2023-10-28,1
Filip Karlsson,2023-10-28,1
Håkan Krafft,2023-10-28,1
Hanna Kenjar,2023-10-28,1
Ian Blomqvist,2023-10-28,1
Idris Hasan Mohamed,2023-10-28,1
Jesper Björklund Greter,2023-10-28,1
Jesper Wångblad,2023-10-28,1
Jim Nilsson,2023-10-28,1
Joel Mellby,2023-10-28,1
Kevin Andersson,2023-10-28,1
Kim Bjurek,2023-10-28,1
Kristian Constantinescu,2023-10-28,1
Leo Oddhammar,2023-10-28,1
Leutrim Krasniqi,2023-10-28,1
Linus Larsson,2023-10-28,1
Linus Sandberg,2023-10-28,1
Ludwig Ahlström,2023-10-28,1
Måns Löfgren,2023-10-28,1
Malte Bartilson,2023-10-28,1
Mariah Marcelo,2023-10-28,1
Mathias Hannu,2023-10-28,1
Mattias Sjöstedt,2023-10-28,1
Max Enström,2023-10-28,1
Melker Kron,2023-10-28,1
Melker Tillander,2023-10-28,1
Melvin Stenberg,2023-10-28,1
Moa Ljungqvist,2023-10-28,1
Noel Hylén,2023-10-28,1
Ola Nilsson,2023-10-28,1
Oliver Hallsten,2023-10-28,1
Oscar Skogsberg,2023-10-28,1
Peter Jaeger,2023-10-28,1
Peter Novakovic,2023-10-28,1
Petter Enlund,2023-10-28,1
Philip Aronsson-Elffors,2023-10-28,1
Philip Tindvall,2023-10-28,1
Pierre Eberhard Berg,2023-10-28,1
Pontus Ekengränd,2023-10-28,1
Sebastian Cedgard,2023-10-28,1
Sebastian Kiejs Huhmarniemi,2023-10-28,1
Thomas Johansson,2023-10-28,1
Tommy Runhammar,2023-10-28,1
Torbjörn Zahner,2023-10-28,1
Simon Bengtsson,2023-10-29,4
Albert Enlund,2023-10-29,3
Axel Aremyr,2023-10-29,3
Felicia Lundgren Narváez,2023-10-29,3
Felix Wallberg,2023-10-29,3
Hugo Ekström,2023-10-29,3
Joel Mellby,2023-10-29,3
Karl Dahlsjö,2023-10-29,3
Mustafa Er,2023-10-29,3
Samuel Tolland,2023-10-29,3
Selma Hadziselimovic,2023-10-29,3
Tage Nyström,2023-10-29,3
Tommy Runhammar,2023-10-29,3
Vince Perzon,2023-10-29,3
Adnan Mehmedagic,2023-10-29,2
Adnan Tongur,2023-10-29,2
Aldin Hadziselmovic,2023-10-29,2
Alexander Miriandis,2023-10-29,2
Axel Szerszenski,2023-10-29,2
Björn Svensson,2023-10-29,2
Charlie Eriksson,2023-10-29,2
Christian Svärdström,2023-10-29,2
Clara Selstam,2023-10-29,2
Edvin Hagström,2023-10-29,2
Emir Rajabi,2023-10-29,2
Erik Heggenes,2023-10-29,2
Felix Bark Peterson,2023-10-29,2
Felix Broström,2023-10-29,2
Goran Kuduzovic,2023-10-29,2
Hajrudin Begic,2023-10-29,2
Henry Tames,2023-10-29,2
Idris Hasan Mohamed,2023-10-29,2
Isak Hellgren,2023-10-29,2
Jesper Wångblad,2023-10-29,2
Joel Rudanko,2023-10-29,2
Johannes Lunde,2023-10-29,2
Josefin Sannerholm,2023-10-29,2
Leo Malm,2023-10-29,2
Leo Rossby,2023-10-29,2
Liam Larsson,2023-10-29,2
Linnea Andersson,2023-10-29,2
Lucas Dahlin,2023-10-29,2
Lukas Larsson,2023-10-29,2
Magnus Fredriksson,2023-10-29,2
Marcus Orrhult,2023-10-29,2
Martin Andersson,2023-10-29,2
Mats Sällberg,2023-10-29,2
Mustafa Kalajdzisalihovic,2023-10-29,2
Noah Mellby,2023-10-29,2
Sander Brenden,2023-10-29,2
Senad Olevic,2023-10-29,2
Sofia Andersson,2023-10-29,2
Stefan Olsson,2023-10-29,2
Tage Sandquist,2023-10-29,2
Thomas Johansson,2023-10-29,2
Wessam Abdellrazek,2023-10-29,2
Wilhelm Hellsten,2023-10-29,2
Adem Can,2023-10-29,1
Albin Rosberg,2023-10-29,1
Alexander Forsberg,2023-10-29,1
Alexander Pavlovic,2023-10-29,1
Ali Alizada,2023-10-29,1
Arvid Samuelsson,2023-10-29,1
Atakan Yapisan,2023-10-29,1
Benjamin Olsen,2023-10-29,1
Christian Jensen,2023-10-29,1
Daniel Hultberg,2023-10-29,1
Dante Lindskog,2023-10-29,1
Edvin Persson,2023-10-29,1
Emil Olsson,2023-10-29,1
Freja Linderoth,2023-10-29,1
Håkan Krafft,2023-10-29,1
Isac Johansson,2023-10-29,1
Isak Bokesten,2023-10-29,1
Jaana Gander,2023-10-29,1
Jakob Bengtsson,2023-10-29,1
Jasmin Dzanic,2023-10-29,1
Josefine Hedelind,2023-10-29,1
Kasper Waborg,2023-10-29,1
Lasse Englund,2023-10-29,1
Lejla Jakic,2023-10-29,1
Linn Söderblom,2023-10-29,1
Linnea Olofsson,2023-10-29,1
Linus Backlund,2023-10-29,1
Linus Engman,2023-10-29,1
Linus Svensson,2023-10-29,1
Magnus Jansson,2023-10-29,1
Mariah Marcelo,2023-10-29,1
Mathias Johansson,2023-10-29,1
Matilda Wittink,2023-10-29,1
Moa Lundgren,2023-10-29,1
Moa Solberg Andersson,2023-10-29,1
Mohsen Gholami,2023-10-29,1
Nils Biörnerud,2023-10-29,1
Oliwer Nyrén,2023-10-29,1
Oscar Skogsberg,2023-10-29,1
Pedram Koublani,2023-10-29,1
Peter Novakovic,2023-10-29,1
Pierre Eberhard Berg,2023-10-29,1
Roger Zahnér,2023-10-29,1
Saga Wallmoberg,2023-10-29,1
Sebastian Cedgard,2023-10-29,1
Sebastian Kiejs Huhmarniemi,2023-10-29,1
Tim Berger,2023-10-29,1
Tomas Levin,2023-10-29,1
Torbjörn Zahner,2023-10-29,1
Tove Hall,2023-10-29,1
Viggo Lundbäck,2023-10-29,1
Yao-Zu Galby,2023-10-29,1
Henry Tames,2023-10-30,1
Joakim Mattsson,2023-10-30,1
Martin Jonsson,2023-10-30,1
Wessam Abdellrazek,2023-10-30,1
Christian Jensen,2023-10-31,1
Christian Svärdström,2023-10-31,1
Gabriel Adolfsson,2023-10-31,1
Marcus Orrhult,2023-10-31,1
Felix Broström,2023-11-01,1
Jasmin Dzanic,2023-11-01,1
Mustafa Kalajdzisalihovic,2023-11-01,1
Tommy Runhammar,2023-11-01,1
Daniel Hultberg,2023-11-02,1
Edo Sabanovic,2023-11-02,1
Adam Jällfält,2023-11-03,1
Adam Kruse,2023-11-03,1
Adnan Tongur,2023-11-03,1
Aldin Hadziselmovic,2023-11-03,1
Christian Svärdström,2023-11-03,1
Gabriel Adolfsson,2023-11-03,1
Hajrudin Begic,2023-11-03,1
Måns Löfgren,2023-11-03,1
Marcus Larsson,2023-11-03,1
Marcus Orrhult,2023-11-03,1
Oscar Skogsberg,2023-11-03,1
Peter Jaeger,2023-11-03,1
Peter Novakovic,2023-11-03,1
Robin Boqvist,2023-11-03,1
Thomas Johansson,2023-11-03,1
Tommy Runhammar,2023-11-03,1
Måns Bartilson,2023-11-04,2
Oscar Skogsberg,2023-11-04,2
Tommy Runhammar,2023-11-04,2
Adam Kruse,2023-11-04,1
Adnan Tongur,2023-11-04,1
Albin Jakobsson,2023-11-04,1
Alvin Andersson,2023-11-04,1
Andreas Lybacken,2023-11-04,1
Christian Svärdström,2023-11-04,1
David Dornlöv,2023-11-04,1
Erik Bergström,2023-11-04,1
Felix Broström,2023-11-04,1
Fredrik Lundborg,2023-11-04,1
Hajrudin Begic,2023-11-04,1
Henry Frydensbjerg,2023-11-04,1
Henry Tames,2023-11-04,1
Jesper Björklund Greter,2023-11-04,1
